X,Y,name,line,url
-73.993099001774283,40.743121333706895,6th Ave & 23rd St At Nw Corner (Downtown Only),F-M,http://www.mta.info/nyct/service/
-73.994243001037276,40.75156133439031,8th Ave & 33rd St At Sw Corner,A-C-E,http://www.mta.info/nyct/service/
-73.993611000568066,40.747264332638821,7th Ave & 28th St At Sw Corner (Downtown Only),1-2,http://www.mta.info/nyct/service/
-73.993120999484105,40.747216334341914,7th Ave & 28th St At Ne Corner (Uptown Only),1-2,http://www.mta.info/nyct/service/
-73.991253999415477,40.75047633369315,7th Ave & 33rd St At Nw Corner,1-2-3,http://www.mta.info/nyct/service/
-73.990480998527886,40.750810333718945,7th Ave & 34th St At Se Corner,1-2-3,http://www.mta.info/nyct/service/
-73.993886998253416,40.7512913338266,8th Ave & 33rd St At Se Corner,A-C-E,http://www.mta.info/nyct/service/
-73.99410700084195,40.751677333740091,8th Ave & 33rd St At Nw Corner,A-C-E,http://www.mta.info/nyct/service/
-73.993351998591521,40.752020334237834,8th Ave & 34th St At Se Corner,A-C-E,http://www.mta.info/nyct/service/
-73.993678999399393,40.752427332423238,8th Ave & 34th St At Nw Corner,A-C-E,http://www.mta.info/nyct/service/
-73.993109000834039,40.752161334174261,8th Ave & 34th St At Ne Corner,A-C-E,http://www.mta.info/nyct/service/
-73.993187997781263,40.753032334972936,8th Ave & 35th St At Nw Corner,A-C-E,http://www.mta.info/nyct/service/
-73.992596001738704,40.752766331691632,8th Ave & 35th St At Ne Corner,A-C-E,http://www.mta.info/nyct/service/
-73.99079099811425,40.751187333053664,7th Ave & 34th St At Nw Corner,1-2-3,http://www.mta.info/nyct/service/
-73.990492001416428,40.755930335096721,8th Ave & 40th St At Ne Corner,1-2-3-7-7 Express-S-A-C-E-N-Q-R,http://www.mta.info/nyct/service/
-73.989547001600371,40.734206332935123,4th Ave & 14th St At Se Corner,4-5-6-6 Express-L-N-Q-R,http://www.mta.info/nyct/service/
